Entry	Entry name	Protein names	Gene names	Cross-reference (RefSeq)
P37698	GUNF_RUMCH	Endoglucanase F (EC 3.2.1.4) (Cellulase F) (EGCCF) (Endo-1,4-beta-glucanase F)	celCCF Ccel_0729	WP_015924275.1;
B8I5U9	HIS1_RUMCH	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Ccel_0381	WP_012634829.1;
B8I5V2	HIS7_RUMCH	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB Ccel_0384	WP_012634832.1;
B8I601	GATA_RUMCH	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA Ccel_2436	WP_015925855.1;
B8I2N8	GLYA_RUMCH	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA Ccel_1680	WP_015925146.1;
B8I4C1	METK_RUMCH	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK Ccel_0087	WP_012634541.1;
B8I3F7	APT_RUMCH	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Ccel_1952	WP_015925404.1;
B8I6D9	DXR_RUMCH	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr Ccel_0449	WP_012634893.1;
B8I813	ECFT_RUMCH	Energy-coupling factor transporter transmembrane protein EcfT (ECF transporter T component EcfT)	ecfT Ccel_0792	WP_015924332.1;
B8I3I1	DNLJ_RUMCH	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA Ccel_1976	WP_015925428.1;
B8I5W0	CH60_RUMCH	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groEL groL Ccel_0392	WP_012634840.1;
B8I385	COAD_RUMCH	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD Ccel_1880	WP_015925333.1;
B8I8F6	CLPX_RUMCH	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX Ccel_0811	WP_015924351.1;
B8I8F5	CLPP_RUMCH	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP Ccel_0810	WP_015924350.1;
B8I576	ATPD_RUMCH	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH Ccel_0269	WP_012634721.1;
Q9L385	GLGC_RUMCH	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Ccel_3401	WP_015926741.1;
B8I184	GCH1_RUMCH	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE Ccel_1328	WP_015924830.1;
B8I3C7	EFP_RUMCH	Elongation factor P (EF-P)	efp Ccel_1922	WP_015925374.1;
B8I2Y2	ADDA_RUMCH	ATP-dependent helicase/nuclease subunit A (EC 3.1.-.-) (EC 3.6.4.12) (ATP-dependent helicase/nuclease AddA)	addA Ccel_1774	WP_015925240.1;
B8I3S9	FTHS_RUMCH	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs Ccel_0018	WP_012634473.1;
B8I5M2	AROA_RUMCH	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA Ccel_2428	WP_015925847.1;
B8I305	DNAK_RUMCH	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK Ccel_1798	WP_015925263.1;
B8I3F5	DTD_RUMCH	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase)	dtd Ccel_1950	WP_015925402.1;
B8I736	ERA_RUMCH	GTPase Era	era Ccel_0579	WP_015924132.1;
B8I6R1	ASNA_RUMCH	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA Ccel_2575	WP_015925990.1;
B8I3A9	EX7L_RUMCH	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA Ccel_1904	WP_015925357.1;
B8I2Y3	ADDB_RUMCH	ATP-dependent helicase/deoxyribonuclease subunit B (EC 3.1.-.-) (EC 3.6.4.12) (ATP-dependent helicase/nuclease AddB)	addB Ccel_1775	WP_015925241.1;
B8I4D2	FLIW_RUMCH	Flagellar assembly factor FliW	fliW Ccel_0098	WP_012634552.1;
B8I340	B8I340_RUMCH	IS66 Orf2 family protein	Ccel_1835 Ccel_2626 Ccel_2706 Ccel_2969	WP_015925290.1;
Q0PRN1	Q0PRN1_RUMCH	Galactosylceramidase (EC 3.2.1.4) (EC 3.2.1.46)	gal59A Ccel_1238	WP_015924743.1;
B8I144	B8I144_RUMCH	Uncharacterized protein	Ccel_3069 Ccel_3311	WP_015926420.1;
B8I114	B8I114_RUMCH	Lj965 prophage protein	Ccel_3034 Ccel_3281	WP_015926385.1;
B8I5F9	B8I5F9_RUMCH	Transposase IS3/IS911 family protein	Ccel_0405 Ccel_0824 Ccel_2361 Ccel_2620 Ccel_2702	
B8I2C6	B8I2C6_RUMCH	Uncharacterized protein	Ccel_1567 Ccel_1578 Ccel_1589	WP_015925059.1;
B8I2C8	B8I2C8_RUMCH	Uncharacterized protein	Ccel_1569 Ccel_1580 Ccel_1591	WP_015925061.1;
B8I0K1	B8I0K1_RUMCH	Integrase catalytic region	Ccel_0220 Ccel_0338 Ccel_0409 Ccel_0586 Ccel_0589 Ccel_0823 Ccel_0919 Ccel_1220 Ccel_1400 Ccel_1479 Ccel_1821 Ccel_1832 Ccel_1838 Ccel_1850 Ccel_2551 Ccel_2553 Ccel_2676 Ccel_2685 Ccel_2690 Ccel_2693 Ccel_2708 Ccel_2889 Ccel_2961 Ccel_2972 Ccel_2977	
Q0PRN4	Q0PRN4_RUMCH	Glucanase (EC 3.2.1.-)	cel9Q Ccel_0231	WP_012634683.1;
Q0PRN0	Q0PRN0_RUMCH	Cellulase (EC 3.2.1.4)	man26A Ccel_0752	WP_015924297.1;
Q0PRN5	Q0PRN5_RUMCH	Beta-xylanase (EC 3.2.1.8)	xyn10A Ccel_0931	WP_015924454.1;
B8I339	B8I339_RUMCH	Uncharacterized protein	Ccel_1834 Ccel_2625 Ccel_2705 Ccel_2968	WP_015925289.1;
B8I020	B8I020_RUMCH	Integrase catalytic region	Ccel_0208 Ccel_0905 Ccel_1163 Ccel_1209 Ccel_1378 Ccel_1573 Ccel_1584 Ccel_1595 Ccel_2154 Ccel_2371	
B8I2D0	B8I2D0_RUMCH	Uncharacterized protein	Ccel_1571 Ccel_1582 Ccel_1593	WP_015925063.1;
B8HZY9	B8HZY9_RUMCH	Transposase IS116/IS110/IS902 family protein	Ccel_0650 Ccel_0754 Ccel_1019 Ccel_1132 Ccel_1293 Ccel_1810 Ccel_2160 Ccel_2674 Ccel_2701	WP_015924200.1;
B8I212	B8I212_RUMCH	Transposase IS3/IS911 family protein	Ccel_1485 Ccel_1828 Ccel_2010 Ccel_2200 Ccel_2694 Ccel_2950	
B8I2C9	B8I2C9_RUMCH	Uncharacterized protein	Ccel_1570 Ccel_1581 Ccel_1592	WP_015925062.1;
B8I117	B8I117_RUMCH	Uncharacterized protein	Ccel_3037 Ccel_3284	WP_015926388.1;
Q0PRM9	Q0PRM9_RUMCH	Glucanase (EC 3.2.1.-)	cel9P Ccel_0753	WP_015924298.1;
B8I2D1	B8I2D1_RUMCH	Zot domain-containing protein	Ccel_1572 Ccel_1583 Ccel_1594	WP_015925064.1;
B8I6W2	B8I6W2_RUMCH	Transposase IS66	Ccel_2627 Ccel_2707 Ccel_2970	WP_015926038.1;
B8I268	B8I268_RUMCH	Mutator family transposase	Ccel_0418 Ccel_1542	WP_012634864.1;
B8I2B8	B8I2B8_RUMCH	Integrase catalytic region	Ccel_1559 Ccel_1823	
B8I2M6	B8I2M6_RUMCH	Transposase IS200-family protein	Ccel_0748 Ccel_1668 Ccel_1820 Ccel_2108 Ccel_2133 Ccel_2231	
B8I145	B8I145_RUMCH	Transcriptional regulator, AbrB family	Ccel_3070 Ccel_3312	WP_015926421.1;
B8I211	B8I211_RUMCH	Integrase catalytic region	Ccel_1484 Ccel_1829 Ccel_2011 Ccel_2199 Ccel_2949	
B8I019	B8I019_RUMCH	Transposase IS3/IS911 family protein	Ccel_0207 Ccel_0904 Ccel_1162 Ccel_1208 Ccel_1377 Ccel_1574 Ccel_1585 Ccel_1596 Ccel_2155 Ccel_2372	
B8I2C3	B8I2C3_RUMCH	Uncharacterized protein	Ccel_1564 Ccel_1575 Ccel_1586	WP_015925056.1;
B8I2C4	B8I2C4_RUMCH	Transcriptional regulator, XRE family	Ccel_1565 Ccel_1576 Ccel_1587	WP_015925057.1;
B8I2C5	B8I2C5_RUMCH	Replication initiation factor	Ccel_1566 Ccel_1577 Ccel_1588	WP_015925058.1;
B8I127	B8I127_RUMCH	Uncharacterized protein	Ccel_3047 Ccel_3294	WP_015926398.1;
B8I2B9	B8I2B9_RUMCH	Transposase IS3/IS911 family protein	Ccel_1560 Ccel_1824	
B8I2C7	B8I2C7_RUMCH	Uncharacterized protein	Ccel_1568 Ccel_1579 Ccel_1590	
B8I296	B8I296_RUMCH	Uncharacterized protein	Ccel_3471	
B8I8K2	B8I8K2_RUMCH	Beta-ketoacyl synthase	Ccel_0863	WP_015924395.1;
B8I1B9	B8I1B9_RUMCH	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD Ccel_1363	
B8I1P1	B8I1P1_RUMCH	Beta-lactamase domain protein	Ccel_3388	WP_015926728.1;
B8I7J2	B8I7J2_RUMCH	Uncharacterized protein	Ccel_2761	WP_015926135.1;
B8I8I8	B8I8I8_RUMCH	Uncharacterized protein	Ccel_0846	WP_015924381.1;
B8I5S5	B8I5S5_RUMCH	Uncharacterized protein	Ccel_0357	WP_012634806.1;
B8I8A9	B8I8A9_RUMCH	Ornithine carbamoyltransferase (EC 2.1.3.3)	Ccel_2915	WP_015926276.1;
B8I3M0	B8I3M0_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_2017	WP_015925465.1;
B8I2P1	B8I2P1_RUMCH	Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI Ccel_1683	WP_015925149.1;
B8I0N4	B8I0N4_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_1253	WP_015924758.1;
B8I855	B8I855_RUMCH	Uncharacterized protein	Ccel_2861	WP_015926224.1;
B8HZT6	B8HZT6_RUMCH	Inner-membrane translocator	Ccel_1077	WP_015924592.1;
B8I3N0	B8I3N0_RUMCH	Chemotaxis protein CheA (EC 2.7.13.3)	Ccel_2027	WP_015925475.1;
B8I185	B8I185_RUMCH	Metal dependent phosphohydrolase	Ccel_1329	WP_015924831.1;
B8I248	B8I248_RUMCH	Single-strand binding protein/Primosomal replication protein n	Ccel_1522	WP_015925015.1;
B8I2V9	B8I2V9_RUMCH	Tyrosine recombinase XerC	xerC Ccel_1751	WP_015925217.1;
B8I1T3	B8I1T3_RUMCH	ROK family protein	Ccel_3430	WP_015926770.1;
B8I3V0	B8I3V0_RUMCH	S-layer domain protein	Ccel_0039	WP_012634494.1;
B8I357	B8I357_RUMCH	Transcriptional regulator, TraR/DksA family	Ccel_1852	WP_015925305.1;
B8I8J7	B8I8J7_RUMCH	Beta-ketoacyl synthase	Ccel_0858	WP_015924390.1;
B8I4W5	B8I4W5_RUMCH	Stage V sporulation protein AC	Ccel_2282	WP_015925711.1;
B8I8I5	B8I8I5_RUMCH	Transposase IS3/IS911 family protein	Ccel_0843	
B8I4Z1	B8I4Z1_RUMCH	Uncharacterized protein	Ccel_2308	WP_015925737.1;
B8I100	B8I100_RUMCH	Uncharacterized protein	Ccel_3267	
B8I6I7	B8I6I7_RUMCH	Metal dependent phosphohydrolase	Ccel_0497	WP_012634941.1;
B8I4Y6	B8I4Y6_RUMCH	Hydrogenase, Fe-only	Ccel_2303	WP_015925732.1;
B8I0B9	B8I0B9_RUMCH	Uncharacterized protein	Ccel_3154	WP_015926503.1;
B8I9E2	B8I9E2_RUMCH	Collagenase and related protease-like protein	Ccel_1040	WP_015924558.1;
B8I0C8	B8I0C8_RUMCH	ParB-like partition protein	Ccel_3163	WP_015926512.1;
B8I8L3	B8I8L3_RUMCH	3-Oxoacyl-(Acyl-carrier-protein (ACP)) synthase III domain protein	Ccel_0874	WP_015924406.1;
B8I312	B8I312_RUMCH	Uncharacterized protein	Ccel_1805	WP_015925270.1;
B8I049	B8I049_RUMCH	Sporulation protein YabP	Ccel_3083	WP_015926434.1;
B8I506	B8I506_RUMCH	Putative sensor with HAMP domain	Ccel_0199	WP_012634651.1;
B8I2N6	B8I2N6_RUMCH	Transcriptional regulator, Crp/Fnr family	Ccel_1678	
B8I923	B8I923_RUMCH	Uncharacterized protein	Ccel_3063	WP_015926414.1;
B8I1M4	B8I1M4_RUMCH	Respiratory-chain NADH dehydrogenase subunit 1	Ccel_3370	WP_015926711.1;
B8I4U3	B8I4U3_RUMCH	Uncharacterized protein	Ccel_2258	WP_015925689.1;
B8I2W8	B8I2W8_RUMCH	Peptidase M42 family protein	Ccel_1760	WP_015925226.1;
B8I1W2	B8I1W2_RUMCH	Peptide chain release factor 3 (RF-3)	prfC Ccel_1434	WP_015924932.1;
B8I9B3	B8I9B3_RUMCH	Glycoside hydrolase family 43	Ccel_1011	WP_015924530.1;
B8I4Y5	B8I4Y5_RUMCH	Uncharacterized protein	Ccel_2302	WP_015925731.1;
B8I5J6	B8I5J6_RUMCH	DUF4015 domain-containing protein	Ccel_2402	WP_015925821.1;
B8I043	B8I043_RUMCH	Uncharacterized protein	Ccel_1186	WP_015924696.1;
B8I3Y5	B8I3Y5_RUMCH	Lytic transglycosylase catalytic	Ccel_2073	WP_015925520.1;
B8I8S5	B8I8S5_RUMCH	Uncharacterized protein	Ccel_2963	WP_015926321.1;
B8I6N8	B8I6N8_RUMCH	Uncharacterized protein	Ccel_0548	WP_015924102.1;
B8I517	B8I517_RUMCH	Acetyl xylan esterase	Ccel_0210	WP_012634662.1;
B8I412	B8I412_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_2100	WP_015925546.1;
B8I5X1	B8I5X1_RUMCH	Uncharacterized protein	Ccel_0404	
B8I2I9	B8I2I9_RUMCH	Polar amino acid ABC transporter, inner membrane subunit	Ccel_1631	WP_015925098.1;
B8I2W0	B8I2W0_RUMCH	Stage II sporulation protein M	Ccel_1752	
B8I6M5	B8I6M5_RUMCH	Transferase hexapeptide repeat containing protein	Ccel_0535	WP_015924089.1;
B8I7M0	B8I7M0_RUMCH	Transcriptional regulator, XRE family	Ccel_2793	WP_015926163.1;
B8I6B5	B8I6B5_RUMCH	Uncharacterized protein	Ccel_2552	
B8I7S4	B8I7S4_RUMCH	Anaerobic ribonucleoside-triphosphate reductase	Ccel_0702	WP_015924249.1;
B8I603	B8I603_RUMCH	Uncharacterized protein	Ccel_2439	
B8I3N9	B8I3N9_RUMCH	Uncharacterized protein	Ccel_2036	WP_015925484.1;
B8I0B3	B8I0B3_RUMCH	Uncharacterized protein	Ccel_3148	WP_015926497.1;
B8I1I2	B8I1I2_RUMCH	SCP-like extracellular	Ccel_1426	WP_015924925.1;
B8I297	B8I297_RUMCH	Uncharacterized protein	Ccel_3472	WP_015926812.1;
B8HZV1	B8HZV1_RUMCH	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH Ccel_1092	WP_015924607.1;
B8I8H6	B8I8H6_RUMCH	Peptidase M15B and M15C DD-carboxypeptidase VanY/endolysin	Ccel_0832	WP_015924369.1;
B8I501	B8I501_RUMCH	Metal dependent phosphohydrolase	Ccel_0194	WP_012634646.1;
B8I0Z1	B8I0Z1_RUMCH	Uncharacterized protein	Ccel_3258	WP_015926605.1;
B8I5C1	B8I5C1_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_2321	
B8I215	B8I215_RUMCH	Uncharacterized protein	Ccel_1488	WP_015924982.1;
B8I3G0	B8I3G0_RUMCH	DNA internalization-related competence protein ComEC/Rec2	Ccel_1955	WP_015925407.1;
B8I4J4	B8I4J4_RUMCH	PSP1 domain protein	Ccel_0160	WP_012634614.1;
B8I4Q5	B8I4Q5_RUMCH	Uncharacterized protein	Ccel_2217	WP_015925652.1;
B8I9G1	B8I9G1_RUMCH	Uncharacterized protein	Ccel_1061	WP_015924577.1;
B8I757	B8I757_RUMCH	DivIVA family protein	Ccel_0600	WP_015924150.1;
B8I3D4	B8I3D4_RUMCH	Uncharacterized protein	Ccel_1929	WP_015925381.1;
B8HZV0	B8HZV0_RUMCH	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Ccel_1091	WP_015924606.1;
B8I026	B8I026_RUMCH	SNARE associated Golgi protein	Ccel_1169	WP_015924679.1;
B8I099	B8I099_RUMCH	Uncharacterized protein	Ccel_3134	WP_015926483.1;
B8I4D8	B8I4D8_RUMCH	Flagellar protein FlaG protein	Ccel_0104	WP_012634558.1;
B8I7F3	B8I7F3_RUMCH	Uncharacterized protein	Ccel_2713	WP_015926096.1;
B8I6C7	B8I6C7_RUMCH	Extracellular solute-binding protein family 3	Ccel_0437	WP_012634881.1;
B8I342	B8I342_RUMCH	20S proteasome A and B subunits	Ccel_1837	WP_015925292.1;
B8I7L1	B8I7L1_RUMCH	Uncharacterized protein	Ccel_2784	WP_015926154.1;
B8I6Q8	B8I6Q8_RUMCH	SEC-C motif domain protein	Ccel_2572	WP_015925987.1;
B8I293	B8I293_RUMCH	Carbohydrate kinase FGGY	Ccel_3468	WP_015926808.1;
B8I931	B8I931_RUMCH	Uncharacterized protein	Ccel_3071	WP_015926422.1;
B8I498	B8I498_RUMCH	Uncharacterized protein	Ccel_0064	WP_012634518.1;
B8I8X9	B8I8X9_RUMCH	S-layer domain protein	Ccel_3019	WP_015926370.1;
B8I8C9	B8I8C9_RUMCH	Transcriptional regulator, PadR-like family	Ccel_2935	WP_015926296.1;
B8I8B1	B8I8B1_RUMCH	DUF3794 domain-containing protein	Ccel_2917	
B8I2V0	B8I2V0_RUMCH	Uncharacterized protein	Ccel_1742	WP_015925208.1;
B8I4Y8	B8I4Y8_RUMCH	NADH dehydrogenase (Ubiquinone) 24 kDa subunit	Ccel_2305	WP_015925734.1;
B8I2U9	B8I2U9_RUMCH	Putative rRNA methylase	Ccel_1741	WP_015925207.1;
B8I369	B8I369_RUMCH	Sensor DegS domain protein	Ccel_1864	WP_015925317.1;
B8I0M5	B8I0M5_RUMCH	Uncharacterized protein	Ccel_1244	
B8I328	B8I328_RUMCH	Uncharacterized protein	Ccel_1822	WP_015925283.1;
B8I0Q3	B8I0Q3_RUMCH	Precorrin-4 C11-methyltransferase	Ccel_1272	WP_015924777.1;
B8I8P0	B8I8P0_RUMCH	Copper amine oxidase domain protein	Ccel_0901	WP_015924433.1;
B8I661	B8I661_RUMCH	Sodium:neurotransmitter symporter	Ccel_2498	WP_015925915.1;
B8I0T2	B8I0T2_RUMCH	Spore coat protein CotH	Ccel_1303	WP_015924805.1;
B8I0C9	B8I0C9_RUMCH	Cobyrinic acid ac-diamide synthase	Ccel_3164	WP_015926513.1;
B8I0P9	B8I0P9_RUMCH	Cobalt ABC transporter, inner membrane subunit CbiQ	Ccel_1268	WP_015924773.1;
B8I0E6	B8I0E6_RUMCH	Uncharacterized protein	Ccel_3182	WP_015926530.1;
B8I803	B8I803_RUMCH	Translation initiation factor IF-1	infA Ccel_0782	WP_004620820.1;
B8I7A0	B8I7A0_RUMCH	Glycoside hydrolase family 18	Ccel_0643	WP_015924193.1;
B8I513	B8I513_RUMCH	Uncharacterized protein	Ccel_0206	
B8I287	B8I287_RUMCH	Uncharacterized protein	Ccel_3462	
B8I278	B8I278_RUMCH	DUF1232 domain-containing protein	Ccel_1552	WP_015925044.1;
B8I374	B8I374_RUMCH	Rubrerythrin	Ccel_1869	WP_015925322.1;
B8I4J0	B8I4J0_RUMCH	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk Ccel_0156	WP_012634610.1;
B8I605	B8I605_RUMCH	Uncharacterized protein	Ccel_2441	
B8I0K6	B8I0K6_RUMCH	Inner-membrane translocator	Ccel_1225	WP_015924730.1;
B8I630	B8I630_RUMCH	Uncharacterized protein	Ccel_2466	
B8I4N5	B8I4N5_RUMCH	Putative iron-sulfur protein	Ccel_2197	WP_015925634.1;
B8I587	B8I587_RUMCH	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA Ccel_0280	WP_012634732.1;
B8I244	B8I244_RUMCH	Uncharacterized protein	Ccel_1518	WP_015925011.1;
B8I3S1	B8I3S1_RUMCH	TPR repeat-containing protein	Ccel_0010	WP_012634465.1;
B8I3I3	B8I3I3_RUMCH	Germination protease (EC 3.4.24.78) (GPR endopeptidase) (Germination proteinase) (Spore protease)	gpr Ccel_1978	WP_015925430.1;
B8I265	B8I265_RUMCH	GCN5-related N-acetyltransferase	Ccel_1539	WP_015925032.1;
B8I8Z3	B8I8Z3_RUMCH	Uncharacterized protein	Ccel_3033	WP_015926384.1;
B8I3V3	B8I3V3_RUMCH	Primosome, DnaD subunit	Ccel_0042	WP_012634497.1;
B8I5H0	B8I5H0_RUMCH	Deoxyribose-phosphate aldolase/phospho-2-dehydro-3-deoxyheptonate aldolase	Ccel_2373	WP_015925795.1;
B8I861	B8I861_RUMCH	Cytosine-specific methyltransferase (EC 2.1.1.37)	Ccel_2867	WP_015926229.1;
B8I621	B8I621_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_2457	WP_015925875.1;
B8I5R5	B8I5R5_RUMCH	SCP-like extracellular	Ccel_0346	WP_012634796.1;
B8HZU0	B8HZU0_RUMCH	Purine or other phosphorylase family 1	Ccel_1081	WP_015924596.1;
B8I1T6	B8I1T6_RUMCH	(R)-citramalate synthase (EC 2.3.1.182)	Ccel_3433	WP_015926773.1;
B8I3B7	B8I3B7_RUMCH	Stage III sporulation protein AE	Ccel_1912	WP_015925365.1;
B8I642	B8I642_RUMCH	Uncharacterized protein	Ccel_2479	WP_015925896.1;
B8I430	B8I430_RUMCH	Uncharacterized protein	Ccel_2118	WP_015925563.1;
B8I5D9	B8I5D9_RUMCH	Uncharacterized protein	Ccel_2339	
B8I8Z9	B8I8Z9_RUMCH	Uncharacterized protein	Ccel_3039	
B8I3G9	B8I3G9_RUMCH	Rqc2 homolog RqcH (RqcH)	rqcH Ccel_1964	WP_015925416.1;
B8I1Q0	B8I1Q0_RUMCH	S-layer domain protein	Ccel_3397	WP_015926737.1;
B8I7B1	B8I7B1_RUMCH	Uncharacterized protein	Ccel_0655	WP_015924204.1;
B8I683	B8I683_RUMCH	Uncharacterized protein	Ccel_2520	WP_015925937.1;
B8I853	B8I853_RUMCH	Uncharacterized protein	Ccel_2859	WP_015926222.1;
B8I8U0	B8I8U0_RUMCH	Uncharacterized protein	Ccel_2978	WP_015926331.1;
B8I289	B8I289_RUMCH	Transcriptional regulator, LacI family	Ccel_3464	WP_015926804.1;
B8I4B7	B8I4B7_RUMCH	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS Ccel_0083	
B8I149	B8I149_RUMCH	Transcriptional regulator, XRE family	Ccel_3316	WP_015926657.1;
B8I2I8	B8I2I8_RUMCH	Uncharacterized protein	Ccel_1629	WP_015925097.1;
B8I606	B8I606_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_2442	WP_015925860.1;
B8I0G4	B8I0G4_RUMCH	DUF1638 domain-containing protein	Ccel_3200	WP_015926548.1;
B8I7S0	B8I7S0_RUMCH	Uncharacterized protein	Ccel_0698	WP_015924245.1;
B8I6I6	B8I6I6_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_0496	WP_012634940.1;
B8I6Y4	B8I6Y4_RUMCH	Uncharacterized protein	Ccel_2652	WP_015926060.1;
B8I4Y3	B8I4Y3_RUMCH	Putative PAS/PAC sensor protein	Ccel_2300	WP_015925729.1;
B8I990	B8I990_RUMCH	Acyl-CoA dehydrogenase domain protein	Ccel_0988	WP_015924507.1;
B8I6Y6	B8I6Y6_RUMCH	Transcriptional regulator, AraC family	Ccel_2654	
B8I2P7	B8I2P7_RUMCH	Hydrogenase, membrane subunit 2-like protein	Ccel_1689	WP_015925155.1;
B8I314	B8I314_RUMCH	Sulfatase	Ccel_1807	
B8I3A1	B8I3A1_RUMCH	DNA repair protein RecN (Recombination protein N)	Ccel_1896	WP_015925349.1;
B8I526	B8I526_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_0219	WP_012634671.1;
B8I4P6	B8I4P6_RUMCH	Aminotransferase (EC 2.6.1.-)	Ccel_2208	WP_015925643.1;
B8I866	B8I866_RUMCH	Uncharacterized protein	Ccel_2872	WP_015926234.1;
B8HZV9	B8HZV9_RUMCH	Uncharacterized protein	Ccel_1100	WP_015924615.1;
B8I223	B8I223_RUMCH	SMI1_KNR4 domain-containing protein	Ccel_1497	WP_015924990.1;
B8I5C7	B8I5C7_RUMCH	Glycosyltransferase, MGT family	Ccel_2327	WP_015925755.1;
B8I1W4	B8I1W4_RUMCH	DRTGG domain-containing protein	Ccel_1436	WP_015924934.1;
B8I8U2	B8I8U2_RUMCH	Uncharacterized protein	Ccel_2980	WP_015926333.1;
B8I3D0	B8I3D0_RUMCH	Xylose isomerase domain protein TIM barrel	Ccel_1925	WP_015925377.1;
B8I5T7	B8I5T7_RUMCH	zf-trcl domain-containing protein	Ccel_0369	WP_004619965.1;
B8I0A6	B8I0A6_RUMCH	Uncharacterized protein	Ccel_3141	WP_015926490.1;
B8I9A2	B8I9A2_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_1000	
B8I7I5	B8I7I5_RUMCH	RNA-directed DNA polymerase (Reverse transcriptase)	Ccel_2751	WP_015926128.1;
B8I721	B8I721_RUMCH	Uncharacterized protein	Ccel_0563	WP_015924117.1;
B8I7V5	B8I7V5_RUMCH	Cellulosome anchoring protein cohesin region	Ccel_0733	WP_015924279.1;
B8I1P5	B8I1P5_RUMCH	Uncharacterized protein	Ccel_3392	WP_015926732.1;
B8I6Q9	B8I6Q9_RUMCH	DUF4397 domain-containing protein	Ccel_2573	WP_015925988.1;
B8I091	B8I091_RUMCH	Peptidase M23	Ccel_3126	WP_015926475.1;
B8I006	B8I006_RUMCH	Methyltransferase type 11	Ccel_1149	WP_015924661.1;
B8I1F4	B8I1F4_RUMCH	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)	Ccel_1398	WP_015924898.1;
B8I8T3	B8I8T3_RUMCH	Uncharacterized protein	Ccel_2971	
